Customer ID,Age,Gender,Item Purchased,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Shipping Type,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
1796,21.0,Male,Pajamas,21.82250033906027,Wisconsin,S,Mauve,Winter,NA,Standard,No,5,Credit Card,Quarterly
2956,22.0,Female,Leggings,18.634807715632057,Vermont,M,Aubergine,Winter,5,Standard,No,1,Credit Card,Quarterly
3830,22.0,Male,Hoodie,18.560812959864897,,M,Black,Winter,NA,Next Day Air,No,2,Credit Card,Monthly
2071,33.0,Male,Handbag,20.645417270030897,Nebraska,XL,Turquoise,Summer,4,Standard,No,0,Credit Card,
3821,27.0,Female,T-shirt,29.757657613758425,New Hampshire,M,Periwinkle,Spring,NA,Standard,No,7,Credit Card,Quarterly
3691,28.0,Female,Shorts,43.11022136650932,Kansas,S,Turquoise,Summer,NA,Standard,No,3,Credit Card,Monthly
2156,27.0,Female,Jacket,26.39109679418237,,L,Lavender,Winter,5,Express,No,2,Credit Card,Monthly
2886,25.0,Male,Dress,32.87625153551679,Nevada,M,Lavender,Fall,NA,Standard,No,5,Credit Card,Quarterly
2221,30.0,Male,Backpack,25.627169284822592,Wyoming,XL,Baby blue,Fall,4,Standard,No,0,Credit Card,
3708,43.0,Male,Boots,37.59498294738532,Illinois,M,Fuchsia,Winter,NA,Standard,No,7,Credit Card,Quarterly
2518,53.0,Male,Shorts,26.006894535776134,Wyoming,L,Periwinkle,Summer,NA,Standard,No,1,Credit Card,Bi-Weekly
1854,52.0,Male,Scarf,21.008904608663222,North Dakota,XL,Brick red,Fall,4,Standard,No,4,Credit Card,Bi-Weekly
2211,41.0,Female,Shorts,25.785153650011573,Virginia,M,Black,Fall,NA,Standard,No,19,Credit Card,Quarterly
2676,25.0,Female,Hoodie,30.10291472776347,Virginia,M,Ruby Red,Fall,5,Standard,No,4,Credit Card,Quarterly
2226,31.0,Female,Hoodie,25.10686751593596,Washington,S,Muted mustard yellow,Winter,NA,Next Day Air,No,4,Credit Card,Annually
3161,36.0,Female,Dress,30.45615107217136,Nebraska,XL,Baby blue,Summer,NA,Standard,No,17,Credit Card,Quarterly
1721,29.0,Female,Running Shoes,29.87851147097638,Massachusetts,S,White,Spring,2,Next Day Air,No,2,Credit Card,Annually
3656,22.0,Female,Hoodie,27.728779863999712,Wyoming,M,Terra cotta,Winter,NA,Standard,No,4,Credit Card,Annually
1764,23.0,Male,Gloves,21.205853575217905,Vermont,M,Terra cotta,Fall,NA,Next Day Air,No,3,Credit Card,Monthly
1974,25.0,Male,T-shirt,16.86112289846898,Maryland,XL,Brick red,Spring,NA,Next Day Air,No,5,Credit Card,Quarterly
2759,31.0,Female,Shorts,32.254244985775266,Illinois,M,Baby blue,Summer,NA,Standard,No,3,Credit Card,Monthly
3108,35.0,Male,Boots,16.161953354547556,,L,Fuchsia,Winter,NA,Standard,No,13,Credit Card,Quarterly
3194,28.0,Female,Sweater,35.48599463905857,Virginia,L,Mauve,Fall,NA,Standard,No,8,Credit Card,Monthly
2400,42.0,Female,Backpack,37.014892577882094,New Hampshire,L,Brown,Fall,NA,Standard,No,0,Credit Card,
3417,35.0,Female,Running Shoes,28.52354792440188,Alabama,M,Lavender,Spring,NA,Standard,No,15,Credit Card,Quarterly
3139,32.0,Male,Running Shoes,21.74409273591104,Kentucky,L,Baby blue,Summer,4,Standard,No,1,Credit Card,Quarterly
3581,28.0,Male,Gloves,35.43516758216997,New Hampshire,M,Black,Fall,2,Standard,No,8,Credit Card,Bi-Weekly
3688,51.0,Female,Hoodie,41.15428209651128,Arkansas,L,White,Winter,NA,Standard,No,0,Credit Card,
1727,48.0,Male,Pajamas,20.95390316805708,Indiana,S,Black,Fall,NA,Standard,No,1,Credit Card,Quarterly
1997,30.0,Female,Hoodie,34.504101113029655,South Dakota,L,Lemon yellow,Winter,NA,Standard,No,6,Credit Card,Quarterly
3140,53.0,Female,Hoodie,23.279531704615394,,M,Lemon yellow,Winter,NA,Standard,No,20,Credit Card,Quarterly
1985,20.0,Female,Sunglasses,40.580331868220775,West Virginia,M,Muted mustard yellow,Fall,NA,Standard,No,3,Credit Card,Quarterly
3775,42.0,Female,Hoodie,32.643377986561916,Alaska,S,Mauve,Fall,4,Standard,No,9,Credit Card,Quarterly
2008,24.0,Male,Backpack,27.00327299362688,Virginia,M,Burnt orange,Winter,2,Standard,No,3,Credit Card,Annually
2842,21.0,Female,Scarf,30.171796401399,Ohio,XL,Mauve,Winter,NA,Next Day Air,No,6,Credit Card,Annually
2188,,Female,Backpack,28.73423965618372,Idaho,M,Burnt orange,Winter,NA,Standard,No,0,Credit Card,
1942,24.0,Female,Sunglasses,29.938191085970146,Vermont,XL,Turquoise,Summer,NA,Standard,No,2,Credit Card,Quarterly
3477,40.0,Male,Hoodie,27.548204948663756,South Carolina,XL,Black,Winter,NA,Standard,No,3,Credit Card,Monthly
3686,21.0,Male,Sunglasses,34.48518056501696,Tennessee,L,Periwinkle,Spring,NA,Standard,No,6,Credit Card,Annually
2537,33.0,Male,Gloves,27.8291643166362,Oklahoma,L,Brown,Fall,NA,Standard,No,12,Credit Card,Quarterly
2257,43.0,Female,Hoodie,31.132101336953355,California,M,Lemon yellow,Winter,4,Standard,No,6,Credit Card,Quarterly
3413,28.0,Female,Jacket,41.54621333685404,Indiana,M,Mauve,Winter,NA,Standard,No,0,Credit Card,
2062,22.0,Male,Leggings,27.757043533165188,Michigan,S,Muted mustard yellow,Fall,2,Next Day Air,No,19,Credit Card,Monthly
1849,43.0,Female,T-shirt,32.56964930716329,Maine,XL,Turquoise,Summer,4,Next Day Air,No,10,Credit Card,Monthly
3395,29.0,Female,Socks,24.29961024462912,Vermont,S,Terra cotta,Winter,NA,Express,No,3,Credit Card,Quarterly
1714,31.0,Male,Backpack,30.122034046930445,Missouri,M,Ruby Red,Winter,4,Express,No,20,Credit Card,Quarterly
2200,26.0,Male,Handbag,26.257509096668922,,M,Baby blue,Summer,NA,Next Day Air,No,8,Credit Card,Bi-Weekly
2784,23.0,Male,Sunglasses,25.606167494542905,Virginia,M,Fuchsia,Summer,NA,Standard,No,2,Credit Card,Quarterly
3375,37.0,Male,Dress,30.314328187189368,,S,Muted mustard yellow,Spring,NA,Standard,No,0,Credit Card,
2834,55.0,Male,Hoodie,44.02595720774812,Arkansas,M,Terra cotta,Fall,NA,Standard,No,3,Credit Card,Monthly
2443,41.0,Male,Shorts,36.37436337027161,Wyoming,L,Lavender,Summer,5,Standard,No,0,Credit Card,
2165,25.0,Female,Handbag,40.525973312923306,Iowa,S,Lemon yellow,Summer,1,Standard,No,0,Credit Card,
1678,73.0,Female,Backpack,32.251502508792015,Oregon,L,Black,Winter,2,Standard,No,7,Cash,Monthly
3661,32.0,Male,Backpack,18.868444860172154,Arkansas,L,Burnt orange,Winter,NA,Standard,No,1,Credit Card,Annually
2663,69.0,Male,Sunglasses,27.81470726829369,Nebraska,M,Fuchsia,Spring,4,Next Day Air,No,20,Cash,Quarterly
2003,49.0,Male,Boots,35.870705232846355,New York,M,Brick red,Winter,NA,Standard,No,0,Credit Card,
3613,49.0,Male,Backpack,27.316045537821108,Michigan,M,Muted mustard yellow,Winter,4,Standard,No,8,Credit Card,Quarterly
1891,44.0,Male,Boots,33.83209851061742,Hawaii,M,Black,Fall,NA,Standard,No,2,Credit Card,Annually
3883,41.0,Female,Running Shoes,30.246874653107295,North Dakota,L,Lemon yellow,Summer,NA,Standard,No,9,Credit Card,Annually
3268,,Female,Sunglasses,37.75671774358122,Idaho,L,Pale peach,Spring,NA,Standard,No,5,Credit Card,Quarterly
2306,,Male,Scarf,39.859855096282374,Maine,M,Muted mustard yellow,Winter,5,Express,No,14,Credit Card,Quarterly
3184,33.0,Female,Leggings,25.458156850135044,Mississippi,M,Brown,Fall,NA,Standard,No,8,Credit Card,Quarterly
2154,39.0,Male,Leggings,25.79442879282525,Kentucky,M,Ruby Red,Fall,NA,Express,No,15,Credit Card,Quarterly
2620,41.0,Male,Boots,43.14631927772957,Connecticut,L,Ruby Red,Winter,NA,Standard,No,6,Credit Card,Annually
2710,23.0,Female,Handbag,30.2526300650886,Illinois,S,Muted mustard yellow,Fall,2,Standard,No,0,Credit Card,
2061,49.0,Male,Dress,18.132277470658053,Wisconsin,M,Lemon yellow,Summer,NA,Standard,No,3,Credit Card,Annually
3325,29.0,Male,Socks,37.854689931578484,Missouri,S,Ruby Red,Fall,NA,Standard,No,1,Credit Card,Quarterly
2582,42.0,Male,Socks,31.7465164921921,Wyoming,M,Aubergine,Fall,NA,Standard,No,6,Credit Card,Monthly
3006,35.0,Male,Hoodie,23.63491832530552,Alaska,XL,Burnt orange,Winter,2,Next Day Air,No,2,Credit Card,Quarterly
1916,39.0,Male,Pajamas,24.07532499031964,Alabama,M,Brick red,Winter,5,Standard,No,3,Credit Card,Quarterly
2439,35.0,Male,Hoodie,16.27615473827482,Delaware,S,Mauve,Winter,2,Next Day Air,No,10,Credit Card,Quarterly
2534,21.0,Male,Shorts,23.94257427389205,Pennsylvania,S,White,Spring,NA,Standard,No,0,Credit Card,
3595,48.0,Male,Backpack,30.15337502884058,Alabama,L,Baby blue,Fall,NA,Standard,No,2,Credit Card,Quarterly
3003,25.0,Female,Sweater,34.388452858236214,Louisiana,M,Baby blue,Winter,2,Standard,No,2,Credit Card,Annually
3154,24.0,Male,Boots,20.101003932179474,Alabama,L,Aubergine,Winter,5,Standard,No,1,Credit Card,Quarterly
1917,43.0,Female,Gloves,19.639767632641007,Connecticut,S,Mauve,Fall,NA,Standard,No,10,Credit Card,Quarterly
3309,50.0,Male,Pajamas,37.64166831870577,Utah,M,Black,Winter,5,Standard,No,17,Credit Card,Quarterly
1860,25.0,Male,Sunglasses,35.464440065586395,New Jersey,L,Ruby Red,Fall,NA,Standard,No,3,Credit Card,Annually
3000,30.0,Male,Pajamas,37.61878904061404,New Hampshire,S,Muted mustard yellow,Winter,4,Standard,No,11,Credit Card,Quarterly
2900,,Female,Handbag,40.740170823033296,Nebraska,M,Ruby Red,Fall,4,Standard,No,4,Credit Card,Annually
2246,29.0,Male,Sweater,21.715260228844954,Delaware,L,Burnt orange,Winter,4,Express,No,4,Credit Card,Monthly
3257,29.0,Female,Handbag,44.62256663802513,Wisconsin,L,Lemon yellow,Summer,NA,Express,No,7,Credit Card,Bi-Weekly
1691,37.0,Female,T-shirt,21.137729657830562,Nevada,M,Periwinkle,Summer,4,Standard,No,17,Credit Card,Annually
3573,37.0,Female,Gloves,38.17345898436991,Rhode Island,M,Aubergine,Winter,NA,Standard,No,3,Credit Card,Bi-Weekly
3648,40.0,Male,Socks,38.95876711088465,,M,Terra cotta,Winter,NA,Express,No,20,Credit Card,Annually
2133,26.0,Female,Pajamas,27.320108623040873,Vermont,M,Brown,Winter,NA,Next Day Air,No,0,Credit Card,
2555,47.0,Male,Leggings,18.77110970511312,Kansas,M,Ruby Red,Winter,NA,Standard,No,2,Credit Card,Quarterly
3274,22.0,Female,Gloves,33.92588974844159,,S,Aubergine,Fall,NA,Standard,No,17,Credit Card,Weekly
1961,63.0,Female,Leggings,24.756223229428905,Massachusetts,L,Muted mustard yellow,Winter,NA,Standard,No,1,Cash,Annually
3843,63.0,Male,Running Shoes,27.448830262244893,Colorado,L,Baby blue,Summer,NA,Standard,No,8,Cash,Quarterly
2046,40.0,Female,Sunglasses,34.60093164875557,,M,Pale peach,Summer,NA,Standard,No,8,Credit Card,Quarterly
3289,33.0,Male,Gloves,30.671227994858086,South Carolina,XL,Burnt orange,Winter,NA,Next Day Air,No,0,Credit Card,
1946,21.0,Female,T-shirt,35.264247866982714,Georgia,M,Baby blue,Spring,NA,Express,No,3,Credit Card,Monthly
3642,30.0,Female,Pajamas,38.166658174121324,New York,M,Pale peach,Winter,5,Standard,No,20,Credit Card,Quarterly
1990,56.0,Female,Boots,22.97056282672426,Maryland,S,Terra cotta,Winter,4,Standard,No,13,Credit Card,Monthly
2038,25.0,Male,Running Shoes,22.75692703142329,Illinois,S,Baby blue,Spring,NA,Standard,No,13,Credit Card,Monthly
2389,23.0,Male,Handbag,33.552294944482234,Alabama,M,Lavender,Spring,NA,Standard,No,11,Credit Card,Monthly
3694,21.0,Female,Backpack,24.886976954899595,South Dakota,M,White,Winter,NA,Standard,No,11,Credit Card,Quarterly
3491,,Male,T-shirt,26.93933416321963,Oregon,M,Fuchsia,Spring,NA,Standard,No,1,Credit Card,Annually
2815,29.0,Male,Backpack,25.981633391734768,Minnesota,L,Burnt orange,Fall,NA,Standard,No,17,Credit Card,Quarterly
2454,32.0,Male,Socks,21.98465979914712,Iowa,XL,Brown,Fall,4,Standard,No,0,Credit Card,
3886,27.0,Male,T-shirt,25.39937662081127,,L,Lavender,Summer,NA,Standard,No,4,Credit Card,Quarterly
3407,56.0,Female,Dress,27.64133765147405,Nebraska,M,Black,Fall,4,Standard,No,8,Credit Card,Bi-Weekly
2617,30.0,Male,T-shirt,41.448218218006836,Georgia,XL,Baby blue,Summer,4,Standard,No,2,Credit Card,Annually
2187,28.0,Female,Shorts,39.09552081005795,New Mexico,XL,Lemon yellow,Summer,4,Next Day Air,No,2,Credit Card,Monthly
3360,26.0,Female,Shorts,36.589674820996755,New Hampshire,L,Baby blue,Summer,NA,Standard,No,10,Credit Card,Quarterly
2849,29.0,Male,Shorts,18.78698392058778,Wisconsin,L,Periwinkle,Summer,1,Standard,No,2,Credit Card,Quarterly
1868,19.0,Female,Leggings,38.28071471974546,Delaware,M,Ruby Red,Winter,NA,Standard,No,2,Credit Card,Annually
3558,32.0,Male,Shorts,37.12998248295253,Nevada,M,Baby blue,Summer,NA,Standard,No,20,Credit Card,Annually
2840,53.0,Female,Sweater,26.411623862618423,,L,Lemon yellow,Fall,NA,Standard,No,0,Credit Card,
3867,39.0,Female,Shorts,34.268194322996905,Alaska,M,Periwinkle,Spring,NA,Standard,No,0,Credit Card,
2614,38.0,Male,Leggings,20.802164024834813,South Dakota,M,Brick red,Winter,NA,Standard,No,1,Credit Card,Quarterly
3892,30.0,Female,Running Shoes,24.973364000981718,Colorado,L,Terra cotta,Fall,4,Standard,No,6,Credit Card,Bi-Weekly
3080,23.0,Male,Shorts,35.417711577837196,Wyoming,M,Burnt orange,Fall,NA,Standard,No,2,Credit Card,Quarterly
2853,40.0,Male,Shorts,27.40156033598648,,M,Black,Summer,4,Standard,No,3,Credit Card,Monthly
3739,,Male,Sweater,25.616812385580694,Delaware,M,Brown,Winter,NA,Standard,No,0,Credit Card,
3390,41.0,Male,Socks,32.501091730766035,,L,Burnt orange,Fall,NA,Standard,No,0,Credit Card,
2928,29.0,Male,Boots,29.571201080876982,Missouri,M,Burnt orange,Winter,NA,Standard,No,1,Credit Card,Weekly
3791,33.0,Female,Handbag,24.161187771501275,Alaska,XL,Fuchsia,Summer,4,Standard,No,8,Credit Card,Quarterly
2236,59.0,Male,Running Shoes,37.54146025914602,Illinois,M,Turquoise,Summer,2,Standard,No,0,Credit Card,
2659,25.0,Male,T-shirt,35.24982006320239,Ohio,XL,Fuchsia,Summer,NA,Standard,No,0,Credit Card,
1889,38.0,Female,Dress,43.31230161036345,,XL,Fuchsia,Summer,4,Standard,No,8,Credit Card,Quarterly
3463,35.0,Male,Pajamas,38.98861569598636,,L,White,Winter,4,Standard,No,17,Credit Card,Quarterly
3111,38.0,Male,Sweater,34.6934415674016,Texas,L,Muted mustard yellow,Fall,4,Standard,No,4,Credit Card,Annually
2022,29.0,Female,Handbag,30.50904769299817,Maine,M,Pale peach,Spring,4,Standard,No,14,Credit Card,Monthly
3537,23.0,Female,T-shirt,34.93473262732697,Minnesota,L,Lavender,Summer,NA,Standard,No,4,Credit Card,Weekly
3598,45.0,Male,Sunglasses,16.414516902066907,,M,Fuchsia,Summer,NA,Standard,No,0,Credit Card,
2014,33.0,Male,Running Shoes,36.90360898631727,Virginia,M,Lemon yellow,Summer,4,Express,No,20,Credit Card,Quarterly
2310,27.0,Female,Pajamas,36.96715369136841,Connecticut,S,Muted mustard yellow,Fall,NA,Standard,No,0,Credit Card,
2869,25.0,Male,T-shirt,34.14129854297121,Colorado,M,White,Summer,NA,Standard,No,10,Credit Card,Quarterly
3167,24.0,Male,Running Shoes,31.332065161478177,Georgia,M,Periwinkle,Summer,NA,Standard,No,5,Credit Card,Quarterly
3179,45.0,Female,Scarf,36.79146724815215,Washington,L,Ruby Red,Fall,NA,Next Day Air,No,0,Credit Card,
2401,45.0,Female,Backpack,31.720874655871906,Oregon,M,Brick red,Winter,NA,Standard,No,3,Credit Card,Bi-Weekly
3448,43.0,Male,Running Shoes,26.296932936148615,Arkansas,M,Aubergine,Fall,4,Standard,No,9,Credit Card,Quarterly
2824,28.0,Female,T-shirt,18.033131781335555,Utah,M,Black,Spring,NA,Express,No,6,Credit Card,Bi-Weekly
2368,18.0,Female,Socks,32.271584910247526,,L,Aubergine,Winter,4,Standard,No,5,Credit Card,Monthly
2528,23.0,Female,T-shirt,31.850750197701693,Illinois,M,Turquoise,Summer,4,Standard,No,4,Credit Card,Annually
3385,20.0,Male,Pajamas,31.95209632864207,Minnesota,L,Burnt orange,Winter,5,Standard,No,0,Credit Card,
2747,36.0,Female,Backpack,33.96458201176895,Ohio,M,Aubergine,Fall,NA,Standard,No,4,Credit Card,Monthly
3321,52.0,Male,Handbag,29.417845979265838,Illinois,XL,Ruby Red,Fall,5,Standard,No,5,Credit Card,Annually
2935,29.0,Female,Leggings,26.8712664606993,,M,Brown,Winter,NA,Standard,No,3,Credit Card,Quarterly
2651,58.0,Male,Pajamas,33.58129398890887,Oregon,L,Black,Winter,NA,Standard,No,2,Credit Card,Monthly
2527,36.0,Female,Scarf,33.33577246311631,Rhode Island,S,Brown,Fall,5,Standard,No,15,Credit Card,Quarterly
3774,21.0,Male,Gloves,41.074583131615015,Wisconsin,M,Black,Fall,NA,Standard,No,4,Credit Card,Quarterly
2036,53.0,Female,Running Shoes,24.789961945416962,Oklahoma,S,Pale peach,Summer,4,Standard,No,0,Credit Card,
2111,37.0,Female,Shorts,32.335485763539545,Montana,L,Pale peach,Spring,NA,Standard,No,4,Credit Card,Quarterly
3654,,Female,Gloves,25.321912892854325,Minnesota,M,Aubergine,Fall,5,Standard,No,0,Credit Card,
2856,,Male,Dress,18.136595292515178,Mississippi,S,Lemon yellow,Summer,2,Next Day Air,No,11,Credit Card,Quarterly
3611,48.0,Male,Dress,34.67241992878048,Texas,XL,Periwinkle,Summer,5,Standard,No,9,Credit Card,Annually
2273,63.0,Male,Handbag,36.88810066308134,Maine,L,White,Spring,NA,Standard,No,0,Cash,
2794,48.0,Female,Sunglasses,33.12589903245277,Massachusetts,M,Pale peach,Spring,2,Standard,No,4,Credit Card,Monthly
3328,48.0,Female,Dress,27.929451201597352,Connecticut,M,Fuchsia,Summer,5,Standard,No,14,Credit Card,Quarterly
2684,25.0,Male,Shorts,32.75997643775658,Montana,M,Brick red,Spring,NA,Standard,No,9,Credit Card,Quarterly
2490,35.0,Female,Running Shoes,39.01082366496511,South Dakota,M,Lemon yellow,Summer,NA,Standard,No,3,Credit Card,Quarterly
2059,34.0,Female,Socks,30.15493157259108,Washington,M,Ruby Red,Winter,NA,Standard,No,0,Credit Card,
3631,38.0,Male,Sunglasses,30.33615610331914,Oklahoma,M,White,Spring,NA,Next Day Air,No,11,Credit Card,Quarterly
2239,37.0,Female,Backpack,27.814364257835546,Florida,L,Muted mustard yellow,Winter,NA,Express,No,2,Credit Card,Bi-Weekly
3105,18.0,Male,Hoodie,21.113628551214152,Georgia,S,Aubergine,Fall,5,Standard,No,13,Debit Card,Annually
3441,51.0,Female,Scarf,30.72237401378595,Maryland,L,Terra cotta,Fall,4,Standard,No,1,Debit Card,Quarterly
3001,38.0,Female,Jacket,33.493933815410976,Ohio,M,Black,Winter,NA,Standard,No,1,Debit Card,Monthly
2379,19.0,Male,Leggings,38.26311064256019,New Hampshire,L,Muted mustard yellow,Fall,4,Next Day Air,No,17,Debit Card,Weekly
2004,32.0,Female,Gloves,29.874618086430512,Maine,S,Brick red,Fall,4,Standard,No,1,Debit Card,Monthly
3733,39.0,Female,Scarf,35.33524982986891,Indiana,L,Lemon yellow,Fall,NA,Standard,No,1,Debit Card,Monthly
2134,38.0,Female,T-shirt,25.53299785774388,Maine,M,Lavender,Spring,5,Standard,No,0,Debit Card,
1753,48.0,Male,Hoodie,32.072612917401244,South Dakota,L,Black,Winter,4,Standard,No,10,Debit Card,Weekly
2914,38.0,Male,Pajamas,12.343321705014091,Wyoming,L,Muted mustard yellow,Fall,NA,Standard,No,16,Debit Card,Annually
3172,53.0,Male,Dress,33.05986273961111,Tennessee,M,Lemon yellow,Summer,4,Standard,No,5,Debit Card,Monthly
3267,25.0,Male,Handbag,31.82459670106667,,S,Pale peach,Spring,4,Standard,No,4,Debit Card,Quarterly
2778,43.0,Male,Hoodie,36.177160422325215,Idaho,M,Fuchsia,Winter,4,Standard,No,8,Debit Card,Bi-Weekly
3680,43.0,Female,Gloves,27.107637390177175,Idaho,M,Black,Winter,NA,Standard,No,8,Debit Card,Bi-Weekly
2053,26.0,Male,Shorts,36.98660681097407,New Hampshire,M,Periwinkle,Summer,NA,Standard,No,7,Debit Card,Quarterly
2998,,Male,Handbag,24.933890622697376,,S,Aubergine,Fall,4,Standard,No,20,Debit Card,Quarterly
3464,26.0,Female,Jacket,35.34472971938935,Maine,M,Ruby Red,Fall,5,Standard,No,4,Debit Card,Monthly
2474,49.0,Male,Gloves,33.994816395716065,Arkansas,M,Mauve,Winter,4,Express,No,9,Debit Card,Monthly
3090,18.0,Female,Handbag,33.43086943591277,North Carolina,L,Periwinkle,Spring,NA,Standard,No,11,Debit Card,Bi-Weekly
3009,30.0,Female,Running Shoes,30.91723880571084,New Mexico,M,Fuchsia,Summer,NA,Standard,No,1,Debit Card,Monthly
1935,24.0,Female,Boots,24.65093039310818,Michigan,L,Mauve,Winter,NA,Standard,No,4,Debit Card,Bi-Weekly
2208,62.0,Female,Running Shoes,29.65271060911587,New Mexico,M,Pale peach,Summer,4,Standard,No,5,Cash,Quarterly
2566,46.0,Male,Hoodie,23.73279620177528,Vermont,S,Ruby Red,Winter,NA,Standard,No,2,Debit Card,Quarterly
2148,48.0,Female,Handbag,32.26440361587806,Missouri,S,White,Spring,4,Standard,No,0,Debit Card,
3584,33.0,Female,Dress,32.024290049314665,Arizona,L,Lavender,Summer,NA,Standard,No,5,Debit Card,Monthly
1952,19.0,Female,Leggings,28.09389038268068,Connecticut,L,Terra cotta,Winter,NA,Store Pickup,No,10,Debit Card,Quarterly
2590,22.0,Male,Shorts,27.2264561776868,North Dakota,M,Lemon yellow,Summer,NA,Standard,No,0,Debit Card,
3602,28.0,Female,T-shirt,14.805457435936855,North Carolina,M,Lemon yellow,Summer,4,Standard,No,2,Debit Card,Bi-Weekly
2104,,Male,Jacket,37.31369029325044,Indiana,S,Burnt orange,Fall,2,Express,No,8,Debit Card,Annually
3695,50.0,Female,Sweater,24.024957762417372,Rhode Island,M,Ruby Red,Winter,NA,Express,No,20,Debit Card,Annually
1820,27.0,Male,Running Shoes,29.68516436853082,Nevada,S,Lemon yellow,Summer,NA,Standard,No,11,Debit Card,Quarterly
2177,,Female,Boots,32.97076969893742,Vermont,S,Brick red,Fall,4,Standard,No,0,Debit Card,
2392,37.0,Female,Shorts,39.602451026206325,Michigan,M,Mauve,Spring,NA,Standard,No,7,Debit Card,Quarterly
2810,26.0,Male,Handbag,22.633018810630407,,XL,Lemon yellow,Summer,NA,Standard,No,13,Debit Card,Quarterly
2140,,Female,Dress,24.63951499779185,New York,M,Fuchsia,Spring,4,Standard,No,2,Debit Card,Quarterly
2032,23.0,Female,Jacket,27.82563024855086,North Carolina,L,Terra cotta,Fall,NA,Next Day Air,No,3,Debit Card,Bi-Weekly
3235,34.0,Male,T-shirt,40.61608848643462,Washington,M,Pale peach,Summer,NA,Next Day Air,No,3,Debit Card,Annually
2416,26.0,Male,Sweater,33.24685693589051,Hawaii,XL,Baby blue,Winter,NA,Standard,No,7,Debit Card,Monthly
1835,45.0,Female,Dress,35.79107206089235,Indiana,M,White,Summer,NA,Standard,No,1,Debit Card,Bi-Weekly
2414,19.0,Male,Shorts,26.96097442311575,Pennsylvania,XL,Fuchsia,Spring,NA,Standard,No,8,Debit Card,Monthly
2064,20.0,Male,Sunglasses,33.01603771890874,Indiana,M,Muted mustard yellow,Summer,4,Next Day Air,No,3,Debit Card,Quarterly
2072,32.0,Female,Hoodie,24.207068456057677,South Carolina,S,Brick red,Fall,1,Standard,No,1,Debit Card,Quarterly
2809,,Male,Socks,26.11063105120398,Tennessee,M,Burnt orange,Fall,5,Express,No,1,Debit Card,Quarterly
3521,24.0,Female,Sunglasses,18.01946460207311,Georgia,S,Baby blue,Summer,NA,Standard,No,2,Debit Card,Annually
3592,37.0,Male,Leggings,37.82035696252872,South Dakota,M,Ruby Red,Winter,4,Standard,No,13,Debit Card,Annually
2238,29.0,Male,Running Shoes,25.68152112868965,Alabama,S,Lavender,Spring,NA,Standard,No,3,Debit Card,Quarterly
3263,37.0,Female,T-shirt,25.556041574345738,Indiana,M,Baby blue,Summer,NA,Standard,No,11,Debit Card,Quarterly
1713,32.0,Male,Boots,27.095999171433366,Illinois,S,Baby blue,Fall,2,Standard,No,14,Debit Card,Quarterly
2541,41.0,Male,Sweater,21.016492932455066,New Jersey,M,Muted mustard yellow,Winter,NA,Standard,No,20,Debit Card,Monthly
2779,29.0,Male,Sweater,37.02395266931648,Pennsylvania,L,Muted mustard yellow,Fall,2,Standard,No,7,Debit Card,Quarterly
2440,24.0,Female,Dress,25.904726177161507,,M,White,Spring,2,Standard,No,3,Debit Card,Quarterly
2350,34.0,Female,T-shirt,34.7176457605498,,M,Turquoise,Summer,NA,Standard,No,4,Debit Card,Quarterly
3504,29.0,Female,Pajamas,32.713008326009636,Nebraska,M,Mauve,Fall,NA,Express,No,2,Debit Card,Quarterly
3893,33.0,Male,Leggings,31.922333590246232,Michigan,L,Brown,Winter,NA,Standard,No,4,Debit Card,Quarterly
3051,28.0,Male,Socks,30.38578966008802,Kentucky,S,Burnt orange,Winter,NA,Standard,No,3,Debit Card,Quarterly
2363,51.0,Female,Running Shoes,34.81230028007307,,M,Lemon yellow,Spring,NA,Next Day Air,No,0,Debit Card,
2155,,Male,Sweater,28.45001110631891,Wyoming,M,Brick red,Winter,NA,Express,No,0,Debit Card,
2828,40.0,Male,Running Shoes,29.730347667077687,Wisconsin,M,Periwinkle,Spring,NA,Standard,No,18,Debit Card,Annually
3753,19.0,Male,Leggings,29.31231656010574,Washington,L,Mauve,Winter,5,Express,No,20,Debit Card,Quarterly
2961,25.0,Male,Hoodie,30.14534090207106,Indiana,S,Black,Fall,NA,Next Day Air,No,1,Debit Card,Monthly
1738,43.0,Female,Leggings,27.90380294280371,,L,Aubergine,Fall,4,Standard,No,4,Debit Card,Bi-Weekly
3555,47.0,Male,T-shirt,30.164164319175256,Louisiana,M,Baby blue,Summer,4,Standard,No,1,Debit Card,Quarterly
3529,25.0,Male,Scarf,32.28332593687526,Maine,L,Aubergine,Winter,NA,Standard,No,1,Debit Card,Quarterly
3879,19.0,Male,Pajamas,32.6777313773532,South Carolina,M,Burnt orange,Winter,NA,Standard,No,6,Debit Card,Monthly
2351,34.0,Male,Socks,16.684718965579478,Hawaii,M,Black,Fall,NA,Standard,No,9,Debit Card,Quarterly
1983,37.0,Female,T-shirt,35.89711419690647,Kansas,M,Periwinkle,Summer,5,Standard,No,4,Debit Card,Quarterly
3228,,Female,Sunglasses,36.14103130895312,Alaska,XL,Pale peach,Spring,NA,Standard,No,0,Debit Card,
3531,,Female,Dress,33.340000707828565,Oklahoma,L,Aubergine,Summer,NA,Standard,No,3,Debit Card,Quarterly
